0x19	0x6535	320
0x24	0x66666666666666	320
0x24	0x31353738303633	320
0x24	0x31303631303330	320
0x24	0x6237356433	320
0x24	0x63333738646161	320
0xf2	0x66666666666666	320
0xf2	0x31353738303633	320
0xf2	0x31303631303330	320
0xf2	0x6237356433	320
0xf2	0x63333738646161	320
0x347	0x3835	320
0x8db	0x623438	320
0xa9f	0x623438	320
0xd53	0x6235	320
0xe04	0x3835	108
0xe04	0x3761	320
0x5e9	0x66666666666666	320
0x5e9	0x31353738303633	320
0x5e9	0x31303631303330	320
0x5e9	0x6237356433	320
0x5e9	0x63333738646161	320
0x726	0x393235	946026339
0x726	0x623438	943338848
0x726	0x31656530	121046120
0x8e8	0x31656530	320
0x90b	0x66666666666666	320
0x90b	0x31353738303633	320
0x90b	0x31303631303330	320
0x90b	0x6237356433	320
0x90b	0x63333738646161	320
0xaac	0x31656530	320
0xacf	0x66666666666666	320
0xacf	0x31353738303633	320
0xacf	0x31303631303330	320
0xacf	0x6237356433	320
0xacf	0x63333738646161	320
0xb81	0x66666666666666	320
0xb81	0x31353738303633	320
0xb81	0x31303631303330	320
0xb81	0x6237356433	320
0xb81	0x63333738646161	320
0xda2	0x66666666666666	320
0xda2	0x31353738303633	320
0xda2	0x31303631303330	320
0xda2	0x6237356433	320
0xda2	0x63333738646161	320
